[0, 0, 0, 0, 1, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 1, 0, 0, 2, 0, 0]
[0, 0, 0, 1, 0, 0, 3, 0, 0]
[0, 0, 0, 1, 0, 0, 4, 0, 0]
[0, 1, 0, 0, 1, 1, 2, 0, 0]
[0, 1, 0, 0, 1, 1, 1, 6, 0]
[0, 1, 0, 1, 0, 1, 4, 0, 0]
[0, 1, 0, 0, 1, 2, 2, 6, 0]
[0, 1, 0, 1, 0, 2, 4, 4, 0]
[0, 1, 0, 1, 0, 3, 4, 0, 0]
[0, 1, 0, 1, 0, 4, 4, 0, 0]
[0, 1, 0, 1, 0, 5, 3, 0, 0]
[0, 1, 0, 1, 0, 5, 4, 0, 0]
[0, 1, 0, 1, 0, 6, 2, 4, 0]
[0, 1, 0, 1, 0, 6, 3, 4, 0]
[0, 1, 0, 0, 0, 7, 0, 0, 0]
[0, 1, 0, 1, 0, 7, 1, 1, 0]
[0, 1, 0, 1, 0, 7, 2, 0, 0]
[0, 1, 0, 1, 0, 8, 2, 1, 0]
[0, 1, 0, 1, 0, 8, 3, 4, 0]
[0, 1, 0, 1, 0, 9, 3, 0, 0]
[0, 1, 0, 1, 0, 9, 4, 4, 0]
[0, 1, 0, 1, 0, 9, 5, 4, 0]
[0, 1, 0, 1, 0, 10, 5, 4, 0]
[0, 1, 0, 1, 0, 11, 5, 4, 0]
[0, 1, 0, 1, 0, 12, 5, 0, 0]
[0, 1, 0, 1, 0, 13, 4, 0, 0]
[0, 1, 0, 1, 0, 13, 5, 2, 0]
[0, 1, 0, 0, 1, 14, 2, 0, 0]
[0, 1, 0, 1, 0, 14, 4, 4, 0]
[0, 1, 0, 1, 0, 14, 5, 0, 0]
[0, 1, 0, 0, 1, 15, 2, 0, 0]
[0, 1, 0, 0, 1, 15, 1, 0, 0]
[0, 1, 0, 1, 0, 15, 4, 5, 0]
[0, 1, 0, 0, 1, 16, 1, 0, 0]
[0, 1, 0, 0, 0, 16, 0, 0, 0]
[0, 1, 0, 1, 0, 16, 1, 0, 0]
[0, 1, 0, 1, 0, 16, 2, 1, 0]
