[0, 0, 0, 0, 1, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 1, 0, 0, 2, 0, 0]
[0, 0, 0, 1, 0, 0, 3, 0, 0]
[0, 0, 0, 1, 0, 0, 4, 0, 0]
[0, 1, 0, 0, 1, 1, 2, 0, 0]
[0, 1, 0, 0, 1, 1, 1, 0, 0]
[0, 1, 0, 1, 0, 1, 4, 0, 0]
[0, 1, 0, 1, 0, 1, 5, 0, 0]
[0, 1, 0, 1, 0, 2, 5, 0, 0]
[0, 1, 0, 1, 0, 3, 5, 0, 0]
[0, 1, 0, 1, 0, 4, 5, 0, 0]
[0, 1, 0, 1, 0, 5, 5, 1, 0]
[0, 1, 0, 1, 0, 6, 5, 0, 0]
[0, 1, 0, 1, 0, 7, 4, 0, 0]
[0, 1, 0, 1, 0, 7, 5, 0, 0]
[0, 1, 0, 1, 0, 8, 1, 0, 0]
[0, 1, 0, 1, 0, 8, 2, 0, 0]
[0, 1, 0, 1, 0, 8, 3, 0, 0]
[0, 1, 0, 0, 1, 9, 1, 0, 0]
[0, 1, 0, 0, 0, 9, 0, 0, 0]
[0, 1, 0, 1, 0, 9, 1, 0, 0]
[0, 1, 0, 1, 0, 9, 2, 0, 0]
[0, 1, 0, 1, 0, 9, 3, 0, 0]
[0, 1, 0, 1, 0, 10, 4, 0, 0]
[0, 1, 0, 1, 0, 11, 4, 0, 0]
[0, 1, 0, 1, 0, 11, 5, 0, 0]
[0, 1, 0, 1, 0, 12, 5, 0, 0]
[0, 1, 0, 1, 0, 13, 5, 0, 0]
[0, 1, 0, 1, 0, 14, 5, 0, 0]
[0, 1, 0, 1, 0, 15, 4, 0, 0]
[0, 1, 0, 1, 0, 15, 5, 0, 0]
[0, 1, 0, 1, 0, 16, 4, 0, 0]
[0, 1, 0, 0, 1, 17, 2, 0, 0]
[0, 1, 0, 0, 1, 17, 1, 0, 0]
[0, 1, 0, 1, 0, 17, 3, 0, 0]
[0, 1, 0, 1, 0, 17, 4, 0, 0]
[0, 1, 0, 0, 1, 18, 1, 0, 0]
[0, 1, 0, 0, 0, 18, 0, 0, 0]
